Exercício: 2016
Escopo: Municípios do Estado - PA
Tabela: Receitas Orçamentárias (Anexo I-C)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Valor
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"Total Receitas";241183053,77
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.0.0.0.00.00.00 - Receitas Correntes";235776832,04
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.1.0.0.00.00.00 - Receita Tributária";6823219,65
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.1.1.0.00.00.00 - Impostos";6426992,00
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.1.1.2.00.00.00 - Impostos sobre o Patrimônio e a Renda";2504194,7
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.1.1.2.02.00.00 - Imposto sobre a Propriedade Predial e Territorial Urbana ¿ IPTU";172793,16
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.1.1.2.04.00.00 - Imposto sobre a Renda e Proventos de Qualquer Natureza ¿ IR";1986369,12
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.1.1.2.04.31.00 - Retido nas Fontes - Trabalho";1986369,12
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.1.1.2.08.00.00 - Imposto sobre Transmissão "Inter Vivos" de Bens Imóveis e de Direitos Reais sobre Imóveis ¿ ITBI";345032,42
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.1.1.3.00.00.00 - Impostos sobre a Produção e a Circulação";3922797,3
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.1.1.3.05.00.00 - Imposto sobre Serviços de Qualquer Natureza ¿ ISSQN";3922797,3
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.1.2.0.00.00.00 - Taxas";396227,65
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.1.2.1.00.00.00 - Taxas pelo Exercício do Poder de Polícia";372774,77
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.1.2.2.00.00.00 - Taxas pela Prestação de Serviços";23452,88
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.1.2.2.28.00.00 - Taxa de Cemitérios";16893,59
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.1.2.2.99.00.00 - Outras Taxas pela Prestação de Serviços";6559,29
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.2.0.0.00.00.00 - Receitas de Contribuições";8539966,13
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.2.1.0.00.00.00 - Contribuições Sociais";6358211,16
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.2.1.0.29.00.00 - Contribuições para o Regime Próprio de Previdência do Servidor Público";6358211,16
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.2.1.0.29.07.00 - Contribuição do Servidor Ativo Civil para o Regime Próprio";6358211,16
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.2.3.0.00.00.00 - Contribuição para Custeio do Serviço de Iluminação Pública";2181754,97
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.3.0.0.00.00.00 - Receita Patrimonial";3502914,59
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.3.1.0.00.00.00 - Receitas Imobiliárias";10605,1
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.3.1.1.00.00.00 - Aluguéis";10605,1
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.3.2.0.00.00.00 - Receitas de Valores Mobiliários";1492309,49
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.3.2.5.00.00.00 - Remuneração de Depósitos Bancários";1492309,49
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.3.6.0.00.00.00 - Receita da Cessão de Direitos";2000000,00
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.6.0.0.00.00.00 - Receita de Serviços";430763,75
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.6.0.0.03.00.00 - Serviços de Transporte";38900,00
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.6.0.0.13.00.00 - Serviços Administrativos";12768,83
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.6.0.0.26.00.00 - Serviços de Fornecimento de Água";260,00
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.6.0.0.44.00.00 - Serviços de Abate de Animais";378800,00
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.6.0.0.99.00.00 - Outros Serviços";34,92
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.7.0.0.00.00.00 - Transferências Correntes";216095565,26
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.7.2.0.00.00.00 - Transferências Intergovernamentais";212467210,49
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.7.2.1.00.00.00 - Transferências da União";116988175,95
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.7.2.1.01.00.00 - Participação na Receita da União";76636714,03
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM";76577740,26
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.7.2.1.01.05.00 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural ¿ ITR";58973,77
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.7.2.1.22.00.00 - Transferências da Compensação Financeira pela Exploração de Recursos Naturais";606113,14
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.7.2.1.22.20.00 - Cota-Parte da Compensação Financeira de Recursos Minerais - CFEM";6668,35
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.7.2.1.22.70.00 - Cota-Parte do Fundo Especial do Petróleo ¿ FEP";599444,79
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;150431;"Receitas Brutas Realizadas";"1.7.2.1.33.00.00 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo";24875036,59
