Exercício: 2018
Escopo: Municípios do Estado - PA
Tabela: Receitas Orçamentárias (Anexo I-C)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Valor
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"Total Receitas";42475954,42
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.0.0.0.00.0.0 - Receitas Correntes";41328456,49
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria";1578785,01
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.1.1.0.00.0.0 - Impostos";1294731,31
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.1.1.3.00.0.0 - Impostos sobre a Renda e Proventos de Qualquer Natureza";331298,68
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.1.1.3.03.0.0 - Imposto sobre a Renda - Retido na Fonte";331298,68
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.1.1.3.03.1.0 - Imposto sobre a Renda - Retido na Fonte - Trabalho";123521,29
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.1.1.3.03.4.0 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos";207777,39
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.1.1.8.00.0.0 Impostos Específicos de Estados, DF e Municípios";963432,63
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.1.1.8.01.0.0 Impostos sobre o Patrimônio para Estados/DF/Municípios";34413,45
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.1.1.8.01.1.0 Imposto sobre a Propriedade Predial e Territorial Urbana";2958,82
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.1.1.8.01.4.0 Imposto sobre Transmissão ¿Inter Vivos¿ de Bens Imóveis e de Direitos Reais sobre Imóveis";31454,63
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.1.1.8.02.0.0 Impostos sobre a Produção, Circulação de Mercadorias e Serviços";929019,18
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza";929019,18
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.1.2.0.00.0.0 - Taxas";284053,7
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.1.2.2.00.0.0 - Taxas pela Prestação de Serviços";284053,7
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.1.2.2.01.0.0 - Taxas pela Prestação de Serviços";284053,7
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.2.0.0.00.0.0 - Contribuições";174030,44
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.2.4.0.00.0.0 - Contribuição para o Custeio do Serviço de Iluminação Pública";174030,44
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.6.0.0.00.0.0 - Receita de Serviços";440743,14
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.6.9.0.00.0.0 - Outros Serviços";440743,14
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.6.9.0.99.0.0 - Outros Serviços";440743,14
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.0.0.00.0.0 - Transferências Correntes";39102471,71
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.0.00.0.0 - Transferências da União e de suas Entidades";15686435,47
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.8.00.0.0 Transferências da União - Específicas de Estados, DF e Municípios";15686435,47
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.8.01.0.0 Participação na Receita da União";13998210,66
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.8.01.2.0 Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal";12859277,76
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.8.01.3.0 Cota-Parte do Fundo de Participação do Municípios ¿ 1% Cota entregue no mês de dezembro";571130,54
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.8.01.4.0 Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho";557224,99
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.8.01.5.0 Cota-Parte do Imposto Sobre a Propriedade Territorial Rural";10577,37
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.8.02.0.0 Transferência da Compensação Financeira pela Exploração de Recursos Naturais";213893,92
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.8.02.6.0 Cota-Parte do Fundo Especial do Petróleo ¿ FEP";213893,92
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.8.05.0.0 Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação ¿ FNDE";1426406,49
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.8.05.1.0 Transferências do Salário-Educação";421231,85
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.8.05.2.0 Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola ¿ PDDE";25260,00
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.8.05.3.0 Transferências Diretas do FNDE referentes ao Programa Nacional de Alimentação Escolar ¿ PNAE";482804,00
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.8.05.4.0 Transferências Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar ¿ PNATE";251952,53
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.8.05.9.0 Outras Transferências Diretas do Fundo Nacional do Desenvolvimento da Educação ¿ FNDE";245158,11
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.8.06.0.0 Transferência Financeira do ICMS ¿ Desoneração ¿ L.C. Nº 87/96";47924,4
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.1.8.06.1.0 Transferência Financeira do ICMS ¿ Desoneração ¿ L.C. Nº 87/96";47924,4
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.2.0.00.0.0 - Transferências dos Estados e do Distrito Federal e de suas Entidades";7434157,41
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.2.8.00.0.0 Transferências dos Estados - Específicas de Estados, DF e Municípios";7434157,41
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.2.8.01.0.0 Participação na Receita dos Estados";6584380,48
Prefeitura Municipal de Belterra - PA;1501451;PA;17145;"Receitas Brutas Realizadas";"1.7.2.8.01.1.0 Cota-Parte do ICMS";6120360,83
